inst_id,year,ncses_inst_id,toi_code,ffrdctype,inst_name_long,inst_city,inst_state_code,inst_zip,questionnaire_no,question,row,column,data,status
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,01.a,Source,Federal government,,971060,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,01.b,Source,State and local government,,585,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,01.c,Source,Business,,11678,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,01.d,Source,Nonprofit organizations,,220,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,01.e,Source,All other sources,,419,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,01.f,Source,Total,,983962,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,02.a,Federal agency,Department of Defense,,66446,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,02.b,Federal agency,Department of Energy,,707896,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,02.c,Federal agency,Department of Health and Human Services,,13709,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,02.d,Federal agency,Department of Homeland Security,,86882,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,02.f,Federal agency,National Aeronautics and Space Administration,,1436,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,02.g,Federal agency,National Science Foundation,,584,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,02.h,Federal agency,Other federal agencies,,94107,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,02.i,Federal agency,Total,,971060,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.a,Type of R&D,Basic research,Federal,174948,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.a,Type of R&D,Basic research,Nonfederal,2324,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.a,Type of R&D,Basic research,Total,177272,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.b,Type of R&D,Applied research,Federal,233385,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.b,Type of R&D,Applied research,Nonfederal,3101,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.b,Type of R&D,Applied research,Total,236486,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.c,Type of R&D,Development,Federal,562727,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.c,Type of R&D,Development,Nonfederal,7477,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.c,Type of R&D,Development,Total,570204,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.d,Type of R&D,All,Federal,971060,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.d,Type of R&D,All,Nonfederal,12902,
400885,2017,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.d,Type of R&D,All,Total,983962,
401435,2017,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,01.a,Source,Federal government,,1259015,
401435,2017,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,01.b,Source,State and local government,,407,
401435,2017,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,01.c,Source,Business,,19007,
401435,2017,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,01.d,Source,Nonprofit organizations,,576,
