fice,fice_combined,year,toi_code,ffrdctype,inst_name_long,inst_city,inst_state,inst_zip,questionnaire_no,question,row,column,data,status
400885,000000,2006,3,3,Pacific Northwest National Laboratories,Richland,WA,99352,01,Source,All other sources,,7778,
400885,000000,2006,3,3,Pacific Northwest National Laboratories,Richland,WA,99352,01,Source,Federal government,,720486,
400885,000000,2006,3,3,Pacific Northwest National Laboratories,Richland,WA,99352,01,Source,Industry,,17115,
400885,000000,2006,3,3,Pacific Northwest National Laboratories,Richland,WA,99352,01,Source,State and local government,,3986,
400885,000000,2006,3,3,Pacific Northwest National Laboratories,Richland,WA,99352,01,Source,Total,,749365,
401119,000000,2006,3,1,National Astronomy and Ionosphere Center,Ithaca,NY,14853,01,Source,All other sources,,63,
401119,000000,2006,3,1,National Astronomy and Ionosphere Center,Ithaca,NY,14853,01,Source,Federal government,,13043,
401119,000000,2006,3,1,National Astronomy and Ionosphere Center,Ithaca,NY,14853,01,Source,Industry,,73,
401119,000000,2006,3,1,National Astronomy and Ionosphere Center,Ithaca,NY,14853,01,Source,"Institution funds, total",,929,
401119,000000,2006,3,1,National Astronomy and Ionosphere Center,Ithaca,NY,14853,01,Source,Total,,14108,
401435,000000,2006,3,1,Lawrence Livermore Lab,Livermore,CA,94550,01,Source,All other sources,,25532,
401435,000000,2006,3,1,Lawrence Livermore Lab,Livermore,CA,94550,01,Source,Federal government,,1401931,
401435,000000,2006,3,1,Lawrence Livermore Lab,Livermore,CA,94550,01,Source,Industry,,1027,
401435,000000,2006,3,1,Lawrence Livermore Lab,Livermore,CA,94550,01,Source,State and local government,,2529,
401435,000000,2006,3,1,Lawrence Livermore Lab,Livermore,CA,94550,01,Source,Total,,1431019,
900010,000000,2006,3,1,MIT Lincoln Laboratory,Lexington,MA,02173,01,Source,All other sources,,2036,
900010,000000,2006,3,1,MIT Lincoln Laboratory,Lexington,MA,02173,01,Source,Federal government,,618011,
900010,000000,2006,3,1,MIT Lincoln Laboratory,Lexington,MA,02173,01,Source,Industry,,2660,
900010,000000,2006,3,1,MIT Lincoln Laboratory,Lexington,MA,02173,01,Source,State and local government,,286,
900010,000000,2006,3,1,MIT Lincoln Laboratory,Lexington,MA,02173,01,Source,Total,,622993,
900011,000000,2006,3,1,Ames Laboratory,Ames,IA,50011,01,Source,Federal government,,26460,
900011,000000,2006,3,1,Ames Laboratory,Ames,IA,50011,01,Source,Total,,26460,
900012,000000,2006,3,1,Argonne Natl Laboratory,Argonne,IL,60439,01,Source,All other sources,,45595,
900012,000000,2006,3,1,Argonne Natl Laboratory,Argonne,IL,60439,01,Source,Federal government,,423867,
900012,000000,2006,3,1,Argonne Natl Laboratory,Argonne,IL,60439,01,Source,State and local government,,3499,
900012,000000,2006,3,1,Argonne Natl Laboratory,Argonne,IL,60439,01,Source,Total,,472961,
900013,000000,2006,3,3,Brookhaven National Laboratory,Upton,NY,11973-5000,01,Source,All other sources,,10140,
900013,000000,2006,3,3,Brookhaven National Laboratory,Upton,NY,11973-5000,01,Source,Federal government,,461747,
900013,000000,2006,3,3,Brookhaven National Laboratory,Upton,NY,11973-5000,01,Source,Industry,,18799,
900013,000000,2006,3,3,Brookhaven National Laboratory,Upton,NY,11973-5000,01,Source,Total,,490686,
