inst_id,year,ncses_inst_id,toi_code,ffrdctype,inst_name_long,inst_city,inst_state_code,inst_zip,questionnaire_no,question,row,column,data,status
400885,2012,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,01.a,Source,Federal government,,1013245,
400885,2012,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,01.b,Source,State and local government,,5677,
400885,2012,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,01.c,Source,Business,,10820,
400885,2012,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,01.e,Source,All other sources,,4026,
400885,2012,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,01.f,Source,Total,,1033768,
400885,2012,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.a,Type of R&D,Basic research,Federal,226407,
400885,2012,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.a,Type of R&D,Basic research,Nonfederal,4782,
400885,2012,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.a,Type of R&D,Basic research,Total,231189,
400885,2012,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.b,Type of R&D,Applied research,Federal,185058,
400885,2012,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.b,Type of R&D,Applied research,Nonfederal,2832,
400885,2012,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.b,Type of R&D,Applied research,Total,187890,
400885,2012,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.c,Type of R&D,Development,Federal,601780,
400885,2012,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.c,Type of R&D,Development,Nonfederal,12909,
400885,2012,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.c,Type of R&D,Development,Total,614689,
400885,2012,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.d,Type of R&D,All,Federal,1013245,
400885,2012,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.d,Type of R&D,All,Nonfederal,20523,
400885,2012,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.d,Type of R&D,All,Total,1033768,
400885,2012,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,N/A,ARRA funds,Total,,59750,
401435,2012,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,01.a,Source,Federal government,,1301188,
401435,2012,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,01.b,Source,State and local government,,3018,
401435,2012,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,01.c,Source,Business,,4988,
401435,2012,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,01.d,Source,Nonprofit organizations,,277,
401435,2012,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,01.e,Source,All other sources,,43983,
401435,2012,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,01.f,Source,Total,,1353454,
401435,2012,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.a,Type of R&D,Basic research,Federal,164339,
401435,2012,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.a,Type of R&D,Basic research,Nonfederal,2812,
401435,2012,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.a,Type of R&D,Basic research,Total,167151,
401435,2012,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.b,Type of R&D,Applied research,Federal,955891,
401435,2012,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.b,Type of R&D,Applied research,Nonfederal,49454,
401435,2012,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.b,Type of R&D,Applied research,Total,1005345,
401435,2012,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.c,Type of R&D,Development,Federal,180958,
401435,2012,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.c,Type of R&D,Development,Nonfederal,0,
401435,2012,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.c,Type of R&D,Development,Total,180958,
401435,2012,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.d,Type of R&D,All,Federal,1301188,
401435,2012,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.d,Type of R&D,All,Nonfederal,52266,
401435,2012,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.d,Type of R&D,All,Total,1353454,
401435,2012,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,N/A,ARRA funds,Total,,6170,
900006,2012,F2085001,3,3,National Biodefense Analysis and Countermeasures Center,Frederick,MD,21702,01.a,Source,Federal government,,31201,
900006,2012,F2085001,3,3,National Biodefense Analysis and Countermeasures Center,Frederick,MD,21702,01.f,Source,Total,,31201,
900006,2012,F2085001,3,3,National Biodefense Analysis and Countermeasures Center,Frederick,MD,21702,04.b,Type of R&D,Applied research,Federal,31201,
900006,2012,F2085001,3,3,National Biodefense Analysis and Countermeasures Center,Frederick,MD,21702,04.b,Type of R&D,Applied research,Nonfederal,0,
900006,2012,F2085001,3,3,National Biodefense Analysis and Countermeasures Center,Frederick,MD,21702,04.b,Type of R&D,Applied research,Total,31201,
900006,2012,F2085001,3,3,National Biodefense Analysis and Countermeasures Center,Frederick,MD,21702,04.d,Type of R&D,All,Federal,31201,
900006,2012,F2085001,3,3,National Biodefense Analysis and Countermeasures Center,Frederick,MD,21702,04.d,Type of R&D,All,Nonfederal,0,
900006,2012,F2085001,3,3,National Biodefense Analysis and Countermeasures Center,Frederick,MD,21702,04.d,Type of R&D,All,Total,31201,
900010,2012,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,01.a,Source,Federal government,,871380,
900010,2012,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,01.c,Source,Business,,622,
900010,2012,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,01.e,Source,All other sources,,1102,
900010,2012,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,01.f,Source,Total,,873104,
900010,2012,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,04.a,Type of R&D,Basic research,Federal,91,
