inst_id,year,ncses_inst_id,toi_code,ffrdctype,inst_name_long,inst_city,inst_state_code,inst_zip,questionnaire_no,question,row,column,data,status
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,01.a,Source,Federal government,,943147,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,01.b,Source,State and local government,,1401,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,01.c,Source,Business,,10707,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,01.d,Source,Nonprofit organizations,,338,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,01.e,Source,All other sources,,600,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,01.f,Source,Total,,956193,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,02.a,Federal agency,Department of Defense,,78275,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,02.b,Federal agency,Department of Energy,,685049,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,02.c,Federal agency,Department of Health and Human Services,,12663,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,02.d,Federal agency,Department of Homeland Security,,74997,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,02.e,Federal agency,Department of Transportation,,84,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,02.f,Federal agency,National Aeronautics and Space Administration,,1434,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,02.g,Federal agency,National Science Foundation,,609,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,02.h,Federal agency,Other federal agencies,,90036,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,02.i,Federal agency,Total,,943147,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.a,Type of R&D,Basic research,Federal,161862,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.a,Type of R&D,Basic research,Nonfederal,2239,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.a,Type of R&D,Basic research,Total,164101,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.b,Type of R&D,Applied research,Federal,226648,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.b,Type of R&D,Applied research,Nonfederal,3135,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.b,Type of R&D,Applied research,Total,229783,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.c,Type of R&D,Development,Federal,554637,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.c,Type of R&D,Development,Nonfederal,7672,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.c,Type of R&D,Development,Total,562309,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.d,Type of R&D,All,Federal,943147,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.d,Type of R&D,All,Nonfederal,13046,
400885,2018,F2446001,3,3,Pacific Northwest National Laboratory,Richland,WA,99352,04.d,Type of R&D,All,Total,956193,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,01.a,Source,Federal government,,1353502,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,01.b,Source,State and local government,,289,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,01.c,Source,Business,,19992,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,01.d,Source,Nonprofit organizations,,474,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,01.e,Source,All other sources,,12430,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,01.f,Source,Total,,1386687,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,02.a,Federal agency,Department of Defense,,190789,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,02.b,Federal agency,Department of Energy,,1118727,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,02.c,Federal agency,Department of Health and Human Services,,3507,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,02.d,Federal agency,Department of Homeland Security,,32185,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,02.f,Federal agency,National Aeronautics and Space Administration,,1819,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,02.h,Federal agency,Other federal agencies,,6475,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,02.i,Federal agency,Total,,1353502,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.a,Type of R&D,Basic research,Federal,86965,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.a,Type of R&D,Basic research,Nonfederal,2139,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.a,Type of R&D,Basic research,Total,89104,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.b,Type of R&D,Applied research,Federal,1042365,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.b,Type of R&D,Applied research,Nonfederal,31046,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.b,Type of R&D,Applied research,Total,1073411,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.c,Type of R&D,Development,Federal,224172,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.c,Type of R&D,Development,Nonfederal,0,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.c,Type of R&D,Development,Total,224172,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.d,Type of R&D,All,Federal,1353502,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.d,Type of R&D,All,Nonfederal,33185,
401435,2018,F1661001,3,2,Lawrence Livermore National Laboratory,Livermore,CA,94550,04.d,Type of R&D,All,Total,1386687,
900006,2018,F2085001,3,3,National Biodefense Analysis and Countermeasures Center,Frederick,MD,21702,01.a,Source,Federal government,,37598,
900006,2018,F2085001,3,3,National Biodefense Analysis and Countermeasures Center,Frederick,MD,21702,01.f,Source,Total,,37598,
900006,2018,F2085001,3,3,National Biodefense Analysis and Countermeasures Center,Frederick,MD,21702,02.d,Federal agency,Department of Homeland Security,,37598,
900006,2018,F2085001,3,3,National Biodefense Analysis and Countermeasures Center,Frederick,MD,21702,02.i,Federal agency,Total,,37598,
900006,2018,F2085001,3,3,National Biodefense Analysis and Countermeasures Center,Frederick,MD,21702,04.b,Type of R&D,Applied research,Federal,37598,
900006,2018,F2085001,3,3,National Biodefense Analysis and Countermeasures Center,Frederick,MD,21702,04.b,Type of R&D,Applied research,Nonfederal,0,
900006,2018,F2085001,3,3,National Biodefense Analysis and Countermeasures Center,Frederick,MD,21702,04.b,Type of R&D,Applied research,Total,37598,
900006,2018,F2085001,3,3,National Biodefense Analysis and Countermeasures Center,Frederick,MD,21702,04.d,Type of R&D,All,Federal,37598,
900006,2018,F2085001,3,3,National Biodefense Analysis and Countermeasures Center,Frederick,MD,21702,04.d,Type of R&D,All,Nonfederal,0,
900006,2018,F2085001,3,3,National Biodefense Analysis and Countermeasures Center,Frederick,MD,21702,04.d,Type of R&D,All,Total,37598,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,01.a,Source,Federal government,,1001849,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,01.c,Source,Business,,2012,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,01.e,Source,All other sources,,9459,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,01.f,Source,Total,,1013320,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,02.a,Federal agency,Department of Defense,,862555,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,02.b,Federal agency,Department of Energy,,2078,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,02.d,Federal agency,Department of Homeland Security,,30851,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,02.f,Federal agency,National Aeronautics and Space Administration,,31887,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,02.h,Federal agency,Other federal agencies,,74478,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,02.i,Federal agency,Total,,1001849,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,04.a,Type of R&D,Basic research,Federal,2895,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,04.a,Type of R&D,Basic research,Nonfederal,0,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,04.a,Type of R&D,Basic research,Total,2895,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,04.b,Type of R&D,Applied research,Federal,900228,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,04.b,Type of R&D,Applied research,Nonfederal,0,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,04.b,Type of R&D,Applied research,Total,900228,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,04.c,Type of R&D,Development,Federal,98726,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,04.c,Type of R&D,Development,Nonfederal,11471,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,04.c,Type of R&D,Development,Total,110197,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,04.d,Type of R&D,All,Federal,1001849,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,04.d,Type of R&D,All,Nonfederal,11471,
900010,2018,R1825001,3,1,Lincoln Laboratory,Lexington,MA,02173,04.d,Type of R&D,All,Total,1013320,
900011,2018,F0224001,3,1,Ames Laboratory,Ames,IA,50011,01.a,Source,Federal government,,35696,
900011,2018,F0224001,3,1,Ames Laboratory,Ames,IA,50011,01.b,Source,State and local government,,101,
900011,2018,F0224001,3,1,Ames Laboratory,Ames,IA,50011,01.c,Source,Business,,1061,
900011,2018,F0224001,3,1,Ames Laboratory,Ames,IA,50011,01.f,Source,Total,,36858,
900011,2018,F0224001,3,1,Ames Laboratory,Ames,IA,50011,02.b,Federal agency,Department of Energy,,35449,
900011,2018,F0224001,3,1,Ames Laboratory,Ames,IA,50011,02.h,Federal agency,Other federal agencies,,247,
900011,2018,F0224001,3,1,Ames Laboratory,Ames,IA,50011,02.i,Federal agency,Total,,35696,
900011,2018,F0224001,3,1,Ames Laboratory,Ames,IA,50011,04.a,Type of R&D,Basic research,Federal,8159,
900011,2018,F0224001,3,1,Ames Laboratory,Ames,IA,50011,04.a,Type of R&D,Basic research,Nonfederal,32,
900011,2018,F0224001,3,1,Ames Laboratory,Ames,IA,50011,04.a,Type of R&D,Basic research,Total,8191,
900011,2018,F0224001,3,1,Ames Laboratory,Ames,IA,50011,04.b,Type of R&D,Applied research,Federal,25797,
900011,2018,F0224001,3,1,Ames Laboratory,Ames,IA,50011,04.b,Type of R&D,Applied research,Nonfederal,1107,
900011,2018,F0224001,3,1,Ames Laboratory,Ames,IA,50011,04.b,Type of R&D,Applied research,Total,26904,
900011,2018,F0224001,3,1,Ames Laboratory,Ames,IA,50011,04.c,Type of R&D,Development,Federal,1740,
900011,2018,F0224001,3,1,Ames Laboratory,Ames,IA,50011,04.c,Type of R&D,Development,Nonfederal,23,
900011,2018,F0224001,3,1,Ames Laboratory,Ames,IA,50011,04.c,Type of R&D,Development,Total,1763,
900011,2018,F0224001,3,1,Ames Laboratory,Ames,IA,50011,04.d,Type of R&D,All,Federal,35696,
900011,2018,F0224001,3,1,Ames Laboratory,Ames,IA,50011,04.d,Type of R&D,All,Nonfederal,1162,
900011,2018,F0224001,3,1,Ames Laboratory,Ames,IA,50011,04.d,Type of R&D,All,Total,36858,
900012,2018,F0255001,3,1,Argonne National Laboratory,Argonne,IL,60439,01.a,Source,Federal government,,747349,
900012,2018,F0255001,3,1,Argonne National Laboratory,Argonne,IL,60439,01.c,Source,Business,,24338,
900012,2018,F0255001,3,1,Argonne National Laboratory,Argonne,IL,60439,01.d,Source,Nonprofit organizations,,426,
